id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
43878,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Puma Men Brown Terrae Mid Africa Shoes,data/fashion-dataset/images\43878.jpg
11816,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Playboy Men Casual White Casual Shoes,data/fashion-dataset/images\11816.jpg
38770,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Woodland Men Olive Shoes,data/fashion-dataset/images\38770.jpg
35660,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,U.S. Polo Assn. Men Black Shoes,data/fashion-dataset/images\35660.jpg
23855,Men,Footwear,Shoes,Casual Shoes,Yellow,Summer,2011.0,Casual,ADIDAS Men Yellow Color Blast Casual Shoes,data/fashion-dataset/images\23855.jpg
21079,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012.0,Casual,Clarks Men Supa Step Brown Casual Shoe,data/fashion-dataset/images\21079.jpg
24302,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Converse Unisex Blue Casual Shoes,data/fashion-dataset/images\24302.jpg
4133,Men,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Skechers Men's Sparta White Shoe,data/fashion-dataset/images\4133.jpg
32952,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Neo Men Court Sequence Black Shoes,data/fashion-dataset/images\32952.jpg
55785,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2014.0,Casual,Converse Men Navy Casual Shoes,data/fashion-dataset/images\55785.jpg
13066,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Numero Uno Men White Casual Shoes,data/fashion-dataset/images\13066.jpg
20707,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Buckaroo Men Melania Black Casual Shoes,data/fashion-dataset/images\20707.jpg
20716,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Smart Casual,Red Tape Men Brown Leather Casual Shoes,data/fashion-dataset/images\20716.jpg
35670,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,U.S. Polo Assn. Men Navy Blue Shoes,data/fashion-dataset/images\35670.jpg
15220,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,ADIDAS Originals Men Adi T Tennis Brown Casual Shoes,data/fashion-dataset/images\15220.jpg
22251,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ID Men Black Casual Shoes,data/fashion-dataset/images\22251.jpg
4019,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,ADIDAS Unisex Check Can MW Blue Shoe,data/fashion-dataset/images\4019.jpg
30258,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes,data/fashion-dataset/images\30258.jpg
11842,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2013.0,Casual,Playboy Men Casual Beige Casual Shoes,data/fashion-dataset/images\11842.jpg
50753,Men,Footwear,Shoes,Casual Shoes,Mushroom Brown,Winter,2018.0,Casual,Red Chief Men Mushroom Brown Shoes,data/fashion-dataset/images\50753.jpg
11951,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Ganuchi Men Blue Shoes,data/fashion-dataset/images\11951.jpg
33689,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Cobblerz Men White & Blue Casual Shoes,data/fashion-dataset/images\33689.jpg
43379,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Reebok Men White Mamba Casual Shoes,data/fashion-dataset/images\43379.jpg
22819,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Woodland Men Brown Casual Shoes,data/fashion-dataset/images\22819.jpg
2540,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2010.0,Casual,Numero Uno Men's Casual Black Leatherette Shoe,data/fashion-dataset/images\2540.jpg
22237,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,ID Men Red Shoes,data/fashion-dataset/images\22237.jpg
35673,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Men Navy Blue Shoes,data/fashion-dataset/images\35673.jpg
24254,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Casual Shoes,data/fashion-dataset/images\24254.jpg
35531,Girls,Footwear,Shoes,Casual Shoes,Red,Winter,2008.0,Casual,Enroute Teens Girls Red Ballet Flats,data/fashion-dataset/images\35531.jpg
21744,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Vans Unisex Classic Slip-On Black Casual Shoe,data/fashion-dataset/images\21744.jpg
59944,Men,Footwear,Shoes,Casual Shoes,Cream,Spring,2013.0,Casual,Vans Men Black & Cream Casual Shoes,data/fashion-dataset/images\59944.jpg
49381,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Versa Casual Shoes,data/fashion-dataset/images\49381.jpg
34747,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Women Soleil Cat White Shoes,data/fashion-dataset/images\34747.jpg
22826,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,data/fashion-dataset/images\22826.jpg
3695,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Lotto Men's Rio Velcro White Indigo Shoe,data/fashion-dataset/images\3695.jpg
57521,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Provogue Men Brown Casual Shoes,data/fashion-dataset/images\57521.jpg
8210,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Casual Brown Shoe,data/fashion-dataset/images\8210.jpg
5429,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Cruise Black Shoe,data/fashion-dataset/images\5429.jpg
22828,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2016.0,Casual,Woodland Men Black Casual Shoes,data/fashion-dataset/images\22828.jpg
6804,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Timberland Men's Driver Venetian Brown Shoe,data/fashion-dataset/images\6804.jpg
29573,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Edgemont Black Shoes,data/fashion-dataset/images\29573.jpg
37256,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,data/fashion-dataset/images\37256.jpg
22246,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,ID Men Green Casual Shoe,data/fashion-dataset/images\22246.jpg
13360,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Women Femmes Brown Boot,data/fashion-dataset/images\13360.jpg
6448,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lotto Men's Calcetto Brown Shoe,data/fashion-dataset/images\6448.jpg
56660,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,United Colors of Benetton Men Olive Shoes,data/fashion-dataset/images\56660.jpg
39629,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Nike Men Toki Premium Purple Casual Shoes,data/fashion-dataset/images\39629.jpg
21569,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Casual Black Shoes,data/fashion-dataset/images\21569.jpg
38660,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Nike Men Braata Canvas Red Casual Shoes,data/fashion-dataset/images\38660.jpg
13538,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2012.0,Casual,Carlton London Men Casual Black Casual Shoes,data/fashion-dataset/images\13538.jpg
35386,Boys,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Enroute Teens Blue Shoes,data/fashion-dataset/images\35386.jpg
15513,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Utara L2T Brown Casual Shoes,data/fashion-dataset/images\15513.jpg
10154,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Bal Brown Casual Shoes,data/fashion-dataset/images\10154.jpg
13484,Women,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Rocia Women Rocia White  Sandal White Shoes,data/fashion-dataset/images\13484.jpg
3489,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,ADIDAS Men's Jawpaw Blue Shoe,data/fashion-dataset/images\3489.jpg
45866,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes,data/fashion-dataset/images\45866.jpg
38535,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Benecio Shoes,data/fashion-dataset/images\38535.jpg
57524,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes,data/fashion-dataset/images\57524.jpg
13077,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Numero Uno Men White Casual Shoes,data/fashion-dataset/images\13077.jpg
42274,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Black Era Shoes,data/fashion-dataset/images\42274.jpg
17959,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Trinity White Casual Shoe,data/fashion-dataset/images\17959.jpg
2388,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Casual Shoe,data/fashion-dataset/images\2388.jpg
43236,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Reebok Men Black Varsity Casual Shoes,data/fashion-dataset/images\43236.jpg
3658,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Tribute Black Shoe,data/fashion-dataset/images\3658.jpg
3564,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men Sage Brown Lifestyle Casual Shoe,data/fashion-dataset/images\3564.jpg
35681,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Shoes,data/fashion-dataset/images\35681.jpg
54066,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Shoes,data/fashion-dataset/images\54066.jpg
39593,Women,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Catwalk Women White Shoes,data/fashion-dataset/images\39593.jpg
30237,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Black Shoes,data/fashion-dataset/images\30237.jpg
12507,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Casual Shoes,data/fashion-dataset/images\12507.jpg
3588,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2013.0,Casual,Converse Unisex All Star Canvas Ox Red Shoe,data/fashion-dataset/images\3588.jpg
5898,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Puma Men Tekkies Jam Blue Shoe,data/fashion-dataset/images\5898.jpg
26659,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Basics Shoes,data/fashion-dataset/images\26659.jpg
17697,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Men Bali Grey Casual Shoes,data/fashion-dataset/images\17697.jpg
30239,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes,data/fashion-dataset/images\30239.jpg
26629,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Kids Unisex Future Cat M2 Black Casual Shoes,data/fashion-dataset/images\26629.jpg
9213,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Speeder Black Casual Shoes,data/fashion-dataset/images\9213.jpg
19365,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2018.0,Casual,Redtape Men Calcullas Tan Casual Shoes,data/fashion-dataset/images\19365.jpg
24717,Men,Footwear,Shoes,Casual Shoes,Charcoal,Fall,2011.0,Casual,Skechers Men Heisman Charcoal Casual Shoes,data/fashion-dataset/images\24717.jpg
30259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2018.0,Casual,Red Tape Men Navy Blue Shoes,data/fashion-dataset/images\30259.jpg
28657,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Air Ralston Mid Lite Black Casual Shoes,data/fashion-dataset/images\28657.jpg
18537,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Puma Unisex Limnos Black Casual Shoes,data/fashion-dataset/images\18537.jpg
57467,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Puma Unisex 917 Lo CVS Navy Blue Shoes,data/fashion-dataset/images\57467.jpg
13988,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Puma Men Future Cat Remix Lo Navy Blue Casual Shoes,data/fashion-dataset/images\13988.jpg
18405,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Skechers Men USA Brown Shoe,data/fashion-dataset/images\18405.jpg
46606,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Shoes,data/fashion-dataset/images\46606.jpg
34751,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Puma Men Benecio Mid Leather Brown Shoes,data/fashion-dataset/images\34751.jpg
57529,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Provogue Men Brown Casual Shoes,data/fashion-dataset/images\57529.jpg
56722,Men,Footwear,Shoes,Casual Shoes,Maroon,Fall,2012.0,Casual,Converse Men Maroon Shoes,data/fashion-dataset/images\56722.jpg
24690,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lee Cooper Men Casual Brown Shoes,data/fashion-dataset/images\24690.jpg
13382,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Femmes Brown Casual Shoes,data/fashion-dataset/images\13382.jpg
26563,Men,Footwear,Shoes,Casual Shoes,Tan,Summer,2012.0,Casual,Lee Cooper Men Tan Shoes,data/fashion-dataset/images\26563.jpg
42275,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Michoacan Shoes,data/fashion-dataset/images\42275.jpg
3644,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Fila Men's Maverick HI Navy Green Canvas Shoe,data/fashion-dataset/images\3644.jpg
35696,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Men Sweet Classic Leather White Shoes,data/fashion-dataset/images\35696.jpg
3649,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,FILA Men Elite Black Casual Shoes,data/fashion-dataset/images\3649.jpg
35392,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Stens by Enroute Men Brown Shoes,data/fashion-dataset/images\35392.jpg
6368,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's Black Shoe,data/fashion-dataset/images\6368.jpg
2495,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Numero Uno Men's Casual White Black Stripe Shoe,data/fashion-dataset/images\2495.jpg
46841,Girls,Footwear,Shoes,Casual Shoes,Pink,Winter,2012.0,Casual,Barbie Girls Pink Shoes,data/fashion-dataset/images\46841.jpg
14481,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Flying Machine Men Beige Casual Shoes,data/fashion-dataset/images\14481.jpg
10758,Girls,Footwear,Shoes,Casual Shoes,Blue,Winter,2012.0,Casual,Disney Kids Girls Princess Heart Blue Casual Shoes,data/fashion-dataset/images\10758.jpg
4282,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Rockport Men Arratoon Brown Shoe,data/fashion-dataset/images\4282.jpg
9387,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Women Wmns Nike Bac White Casual Shoes,data/fashion-dataset/images\9387.jpg
23935,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Lotto Men White Pesa Slip-On Casual Shoes,data/fashion-dataset/images\23935.jpg
30233,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes,data/fashion-dataset/images\30233.jpg
26646,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Driving Power Black Shoes,data/fashion-dataset/images\26646.jpg
59941,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,Vans Men Navy Blue Casual Shoes,data/fashion-dataset/images\59941.jpg
12867,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Lee Cooper Men Casual Black Shoes,data/fashion-dataset/images\12867.jpg
12870,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Lee Cooper MenCasual Black Shoes,data/fashion-dataset/images\12870.jpg
16157,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Enroute Men Leather Black Casual Shoes,data/fashion-dataset/images\16157.jpg
44494,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Gliders Men Blue Shoes,data/fashion-dataset/images\44494.jpg
43380,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Reebok Men White Mamba Casual Shoes,data/fashion-dataset/images\43380.jpg
22164,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes,data/fashion-dataset/images\22164.jpg
20700,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men  Fiesta Brown Casual Shoes,data/fashion-dataset/images\20700.jpg
2822,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men's Casual Felt Black Shoe,data/fashion-dataset/images\2822.jpg
39970,Men,Footwear,Shoes,Casual Shoes,Red,Spring,2013.0,Casual,Gas Men Red Cutback Shoes,data/fashion-dataset/images\39970.jpg
34750,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Black Benecio Shoes,data/fashion-dataset/images\34750.jpg
36465,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Spinn Men Viking White Casual Shoes,data/fashion-dataset/images\36465.jpg
50279,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,Arrow Men Navy Blue Shoes,data/fashion-dataset/images\50279.jpg
39946,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2013.0,Casual,Gas Men Sahar Beige Shoes,data/fashion-dataset/images\39946.jpg
22867,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,data/fashion-dataset/images\22867.jpg
22245,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,ID Men Brown Casual Shoes,data/fashion-dataset/images\22245.jpg
22165,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes,data/fashion-dataset/images\22165.jpg
29572,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Men Classic Slip-On Grey Shoes,data/fashion-dataset/images\29572.jpg
13080,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Numero Uno Men Black Casual Shoes,data/fashion-dataset/images\13080.jpg
6431,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Lotto Unisex Canvas Dark Navy Shoe,data/fashion-dataset/images\6431.jpg
7365,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Black Casual Shoe,data/fashion-dataset/images\7365.jpg
4343,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Fila Men Leonard Red Shoes,data/fashion-dataset/images\4343.jpg
7379,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Blk Casual Black Shoe,data/fashion-dataset/images\7379.jpg
15508,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Cape Noble Brown Casual Shoes,data/fashion-dataset/images\15508.jpg
39968,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2013.0,Casual,Gas Men Brown Cutback Shoes,data/fashion-dataset/images\39968.jpg
44739,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Globalite Men Grey Starcross Shoes,data/fashion-dataset/images\44739.jpg
37241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,data/fashion-dataset/images\37241.jpg
35848,Women,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Kelme Women Passion Blue Shoes,data/fashion-dataset/images\35848.jpg
7710,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Puma Men's Bluebird Blue Yellow Shoe,data/fashion-dataset/images\7710.jpg
31942,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Women Sweet Classic Leather White Shoes,data/fashion-dataset/images\31942.jpg
14560,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Vans Men Era Black Casual Shoes,data/fashion-dataset/images\14560.jpg
17766,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2012.0,Casual,Buckaroo Jefe Men Olive Casual Shoes,data/fashion-dataset/images\17766.jpg
57520,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Provogue Men Brown Casual Shoes,data/fashion-dataset/images\57520.jpg
56655,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shoes,data/fashion-dataset/images\56655.jpg
22160,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lee Cooper Men Black Casual Shoes,data/fashion-dataset/images\22160.jpg
17704,Unisex,Footwear,Shoes,Casual Shoes,Maroon,Fall,2011.0,Casual,Vans unisex Old Skool Red Casual Shoes,data/fashion-dataset/images\17704.jpg
12423,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Casual Brown Casual Shoes,data/fashion-dataset/images\12423.jpg
39625,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Sweet Classic High Black Casual Shoes,data/fashion-dataset/images\39625.jpg
31945,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Avid Black Shoes,data/fashion-dataset/images\31945.jpg
39664,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes,data/fashion-dataset/images\39664.jpg
14283,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Women Chauncy ox  Casual Shoe,data/fashion-dataset/images\14283.jpg
49484,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Shoes,data/fashion-dataset/images\49484.jpg
35818,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Enroute Women Red Moccasins,data/fashion-dataset/images\35818.jpg
12519,Men,Footwear,Shoes,Casual Shoes,Beige,Winter,2018.0,Casual,Red Tape Men Beige Shoes,data/fashion-dataset/images\12519.jpg
12430,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Timberland Men Casual Blue Casual Shoes,data/fashion-dataset/images\12430.jpg
4853,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Newfeel Unisex Black & Grey Shoes,data/fashion-dataset/images\4853.jpg
22833,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2016.0,Casual,Woodland Men Olive Green Casual Shoes,data/fashion-dataset/images\22833.jpg
17669,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Closed Blue Casual Shoe,data/fashion-dataset/images\17669.jpg
17659,Women,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Catwalk Women Ballerina Brown Casual Shoe,data/fashion-dataset/images\17659.jpg
57480,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ID Men White & Navy Blue Casual Shoes,data/fashion-dataset/images\57480.jpg
10266,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Clarks Men Goto Hi Cola Suede Brown Shoes,data/fashion-dataset/images\10266.jpg
7714,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Fila Men's Wind Black Shoe,data/fashion-dataset/images\7714.jpg
5320,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Fila Men's Montello Grey Black Red Shoe,data/fashion-dataset/images\5320.jpg
12510,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men Casual Grey Casual Shoes,data/fashion-dataset/images\12510.jpg
43874,Men,Footwear,Shoes,Casual Shoes,White,Summer,2010.0,Casual,Puma Men White Mid Ducati Shoes,data/fashion-dataset/images\43874.jpg
15503,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Carlton London Women Casual Black Casual Shoes,data/fashion-dataset/images\15503.jpg
7040,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Numero Uno Men's Navy Blue Shoe,data/fashion-dataset/images\7040.jpg
34862,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Men Zapato Del Barco Grey Shoes,data/fashion-dataset/images\34862.jpg
22167,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes,data/fashion-dataset/images\22167.jpg
21741,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Vans Unisex Authentic Lo Pro White Casual Shoes,data/fashion-dataset/images\21741.jpg
47246,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2013.0,Casual,Playboy Men Green Casual Shoes,data/fashion-dataset/images\47246.jpg
5699,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Striking Black Shoe,data/fashion-dataset/images\5699.jpg
17747,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Track Cat Black Casual Shoe,data/fashion-dataset/images\17747.jpg
4183,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Rockport Men Brown Leather Casual Shoes,data/fashion-dataset/images\4183.jpg
11819,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Casual Blue Casual Shoes,data/fashion-dataset/images\11819.jpg
17757,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men New Gemma Brown Casual Shoe,data/fashion-dataset/images\17757.jpg
18474,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Puma Men Calcetto White Casual Shoes,data/fashion-dataset/images\18474.jpg
34088,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes,data/fashion-dataset/images\34088.jpg
33531,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2016.0,Casual,Cobblerz Women Black Loafers,data/fashion-dataset/images\33531.jpg
